Iteration, Input-matrix-size, Best-size-produced-by-the-hillClimbing-algorithm, Best-size-produced-by-the-simmulatedAnnealing-algorithm, Total-runtime-by-the-hillClimbing-algorithm, Total-runtime-by-the-simmulatedAnnealing-algorithm, Absolute-Difference-in-total-runtimes-by-both-algorithms
75, 40000, 333, 285, 0.079, 2.078, 1.999
76, 40000, 303, 294, 0.057, 1.416, 1.359
77, 40000, 333, 285, 0.079, 2.108, 2.029
78, 40000, 303, 270, 0.073, 1.999, 1.926
79, 40000, 294, 300, 0.059, 2.167, 2.108
80, 40000, 333, 285, 0.08, 2.08, 2
81, 40000, 303, 321, 0.068, 0.237, 0.169
82, 40000, 300, 285, 0.092, 2.107, 2.015
83, 40000, 297, 351, 0.075, 0.254, 0.179
84, 40000, 294, 321, 0.06, 0.233, 0.173
85, 40000, 303, 270, 0.068, 2.024, 1.956
86, 40000, 333, 285, 0.088, 2.075, 1.987
87, 40000, 297, 333, 0.077, 0.234, 0.157
88, 40000, 297, 321, 0.076, 0.241, 0.165
89, 40000, 333, 279, 0.085, 2.031, 1.946
90, 40000, 294, 270, 0.057, 2.012, 1.955
91, 40000, 297, 279, 0.078, 2.041, 1.963
92, 40000, 297, 285, 0.076, 2.13, 2.054
93, 40000, 297, 270, 0.077, 2.008, 1.931
94, 40000, 303, 279, 0.07, 2.027, 1.957
95, 40000, 303, 285, 0.069, 2.103, 2.034
96, 40000, 300, 321, 0.086, 0.242, 0.156
97, 40000, 294, 285, 0.059, 2.107, 2.048
98, 40000, 300, 279, 0.092, 2.048, 1.956
99, 40000, 300, 333, 0.087, 0.244, 0.157
100, 40000, 294, 351, 0.058, 0.248, 0.19
